DMS_id,feature_id,rank_within_assay,spearman_dms,abs_spearman_dms,spearman_esm,permutation_p,bh_q,target_length,assay_positions,motif_hit_count,active_positions,motif_positions,overlap_positions,overlap_fraction_active,fisher_p,low_target_motif_alignment,swissprot_tokens,swissprot_motif_positive_fraction,motif_auc,motif_spearman,motif_spearman_p,low_swissprot_motif_alignment
SQSTM_MOUSE_Tsuboyama_2023_2RRU,3043,17,0.4317046413665339,0.4317046413665339,0.1351387507227304,0.009950248756218905,1.0,40,40,8,3,26,3,1.0,0.2631578947368421,False,,,,,,True
THO1_YEAST_Tsuboyama_2023_2WQG,4560,2,-0.4309774779492895,0.4309774779492895,-0.18698939124194897,0.014925373134328358,1.0,41,41,22,6,37,6,1.0,0.5170336723610149,False,,,,,,True
SAV1_MOUSE_Tsuboyama_2023_2YSB,586,9,0.43062080415829107,0.43062080415829107,0.203922303018775,0.01990049751243781,1.0,43,42,13,7,40,6,0.8571428571428571,0.9359047078842881,False,,,,,,True
TCRG1_MOUSE_Tsuboyama_2023_1E0L,7383,13,0.43038781109048524,0.43038781109048524,0.4236766791209387,0.01990049751243781,1.0,37,35,12,6,31,6,1.0,0.3167094233270704,False,,,,,,True
AMFR_HUMAN_Tsuboyama_2023_4G3O,4441,5,0.4294717744760976,0.4294717744760976,0.2352865423490827,0.004975124378109453,1.0,47,47,14,7,36,6,0.8571428571428571,0.4734088465596916,False,,,,,,True
SAV1_MOUSE_Tsuboyama_2023_2YSB,3043,10,-0.4291411513709108,0.4291411513709108,-0.3612769692936505,0.004975124378109453,1.0,43,42,13,3,40,3,1.0,0.8005834211166032,False,,,,,,True
RD23A_HUMAN_Tsuboyama_2023_1IFY,9513,12,0.42797728852018163,0.42797728852018163,0.04592030992705812,0.004975124378109453,1.0,44,44,12,4,25,3,0.75,0.41509823132057955,False,,,,,,True
VG08_BPP22_Tsuboyama_2023_2GP8,7811,10,-0.42766096470189646,0.42766096470189646,-0.3707063508799323,0.004975124378109453,1.0,40,40,15,6,36,6,1.0,0.5074515811357916,False,,,,,,True
ODP2_GEOSE_Tsuboyama_2023_1W4G,5491,3,-0.42762642105267606,0.42762642105267606,0.36805191600449144,0.004975124378109453,1.0,44,44,15,7,41,6,0.8571428571428571,0.9386892177589852,False,,,,,,True
AMFR_HUMAN_Tsuboyama_2023_4G3O,1147,6,0.427086394117184,0.427086394117184,0.015597707986947606,0.004975124378109453,1.0,47,47,14,7,36,6,0.8571428571428571,0.4734088465596916,False,,,,,,True
SAV1_MOUSE_Tsuboyama_2023_2YSB,9514,11,-0.42682117418616355,0.42682117418616355,-0.2732635057141925,0.009950248756218905,1.0,43,42,13,5,40,5,1.0,0.6835750749534073,False,,,,,,True
ODP2_GEOSE_Tsuboyama_2023_1W4G,3901,4,0.42657579531634493,0.42657579531634493,0.23502587283916127,0.004975124378109453,1.0,44,44,15,5,41,5,1.0,0.6900483237692541,False,,,,,,True
MAFG_MOUSE_Tsuboyama_2023_1K1V,2073,8,-0.4263051928092076,0.4263051928092076,-0.21295969812731458,0.004975124378109453,1.0,41,41,16,3,37,3,1.0,0.7288930581613509,False,,,,,,True
AMFR_HUMAN_Tsuboyama_2023_4G3O,1020,7,0.42608325887692206,0.42608325887692206,-0.04764874298797125,0.004975124378109453,1.0,47,47,14,7,36,6,0.8571428571428571,0.4734088465596916,False,,,,,,True
CBX4_HUMAN_Tsuboyama_2023_2K28,7882,2,0.4254602357842938,0.4254602357842938,-0.05745972835326578,0.004975124378109453,1.0,50,50,18,5,38,4,0.8,0.6549689440993789,False,,,,,,True
THO1_YEAST_Tsuboyama_2023_2WQG,6006,3,0.42539355649692673,0.42539355649692673,0.06984364094533924,0.01990049751243781,1.0,41,41,22,6,37,6,1.0,0.5170336723610149,False,,,,,,True
VG08_BPP22_Tsuboyama_2023_2GP8,6585,11,-0.42478247869406993,0.42478247869406993,-0.08943784216438685,0.014925373134328358,1.0,40,40,15,6,36,6,1.0,0.5074515811357916,False,,,,,,True
VG08_BPP22_Tsuboyama_2023_2GP8,5153,12,-0.42399904595428534,0.42399904595428534,-0.24945859005163465,0.009950248756218905,1.0,40,40,15,6,36,6,1.0,0.5074515811357916,False,,,,,,True
SR43C_ARATH_Tsuboyama_2023_2N88,8268,4,-0.42328410355745005,0.42328410355745005,0.09037727463626503,0.004975124378109453,1.0,48,48,17,8,46,7,0.875,0.975177304964539,False,,,,,,True
TCRG1_MOUSE_Tsuboyama_2023_1E0L,6907,14,-0.4232316265210689,0.4232316265210689,-0.4226691924658914,0.004975124378109453,1.0,37,35,12,6,31,3,0.5,0.9969192836839895,False,,,,,,True
OTU7A_HUMAN_Tsuboyama_2023_2L2D,4551,12,0.4227217478268994,0.4227217478268994,-0.12590593897578323,0.004975124378109453,1.0,42,42,9,7,25,4,0.5714285714285714,0.7160962680859986,False,,,,,,True
OTU7A_HUMAN_Tsuboyama_2023_2L2D,3884,13,0.42213774248236013,0.42213774248236013,0.2507536576767376,0.01990049751243781,1.0,42,42,9,7,25,4,0.5714285714285714,0.7160962680859986,False,,,,,,True
MAFG_MOUSE_Tsuboyama_2023_1K1V,9039,9,0.4218591670148049,0.4218591670148049,0.29572807599204715,0.009950248756218905,1.0,41,41,16,6,37,6,1.0,0.5170336723610149,False,,,,,,True
SAV1_MOUSE_Tsuboyama_2023_2YSB,2025,12,-0.42109142956557577,0.42109142956557577,-0.2606710477975892,0.009950248756218905,1.0,43,42,13,7,40,7,1.0,0.5785592739648326,False,,,,,,True
VG08_BPP22_Tsuboyama_2023_2GP8,4442,13,-0.41989314203126116,0.41989314203126116,-0.08750754294461832,0.014925373134328358,1.0,40,40,15,6,36,6,1.0,0.5074515811357916,False,,,,,,True
SAV1_MOUSE_Tsuboyama_2023_2YSB,1216,13,0.4196675814114061,0.4196675814114061,0.2507087740474866,0.009950248756218905,1.0,43,42,13,6,40,6,1.0,0.629608621667612,False,,,,,,True
AMFR_HUMAN_Tsuboyama_2023_4G3O,1109,8,0.41932125968022915,0.41932125968022915,0.23188069659127047,0.009950248756218905,1.0,47,47,14,7,36,7,1.0,0.1327314523064556,False,,,,,,True
MAFG_MOUSE_Tsuboyama_2023_1K1V,1640,10,0.41918722035328004,0.41918722035328004,0.23581395688961757,0.009950248756218905,1.0,41,41,16,4,37,4,1.0,0.6521674730917351,False,,,,,,True
OTU7A_HUMAN_Tsuboyama_2023_2L2D,4441,14,0.41813300922999214,0.41813300922999214,0.4540611047200493,0.009950248756218905,1.0,42,42,9,7,25,5,0.7142857142857143,0.3972477464133433,False,,,,,,True
TCRG1_MOUSE_Tsuboyama_2023_1E0L,7756,15,0.41609911792516274,0.41609911792516274,0.5123653512177692,0.01990049751243781,1.0,37,35,12,6,31,6,1.0,0.3167094233270704,False,,,,,,True
THO1_YEAST_Tsuboyama_2023_2WQG,5838,4,0.4141993656677249,0.4141993656677249,0.1983430482565774,0.01990049751243781,1.0,41,41,22,6,37,6,1.0,0.5170336723610149,False,,,,,,True
YNZC_BACSU_Tsuboyama_2023_2JVD,1571,4,-0.41398896589838563,0.41398896589838563,-0.3925105467688384,0.009950248756218905,1.0,39,39,6,6,28,2,0.3333333333333333,0.99589348815355,False,,,,,,True
RD23A_HUMAN_Tsuboyama_2023_1IFY,2519,13,0.41372859376877374,0.41372859376877374,0.08714938000488498,0.009950248756218905,1.0,44,44,12,7,25,5,0.7142857142857143,0.33743836991142717,False,,,,,,True
TCRG1_MOUSE_Tsuboyama_2023_1E0L,9497,16,0.4132437566398292,0.4132437566398292,0.17542957374692575,0.01990049751243781,1.0,37,35,12,6,31,5,0.8333333333333334,0.7552301633183987,False,,,,,,True
OTU7A_HUMAN_Tsuboyama_2023_2L2D,9989,15,0.4132223699756067,0.4132223699756067,0.18681252851089386,0.014925373134328358,1.0,42,42,9,7,25,4,0.5714285714285714,0.7160962680859986,False,,,,,,True
THO1_YEAST_Tsuboyama_2023_2WQG,2025,5,-0.4132062414031519,0.4132062414031519,-0.2583034222385954,0.009950248756218905,1.0,41,41,22,6,37,6,1.0,0.5170336723610149,False,,,,,,True
SQSTM_MOUSE_Tsuboyama_2023_2RRU,6926,18,-0.41180252217617924,0.41180252217617924,-0.13906353085326428,0.004975124378109453,1.0,40,40,8,6,26,3,0.5,0.9009009009009009,False,,,,,,True
SQSTM_MOUSE_Tsuboyama_2023_2RRU,1886,19,-0.4115477360283684,0.4115477360283684,-0.06795544888069814,0.004975124378109453,1.0,40,40,8,6,26,3,0.5,0.9009009009009009,False,,,,,,True
VG08_BPP22_Tsuboyama_2023_2GP8,2113,14,-0.4096212089733614,0.4096212089733614,-0.3220880460599667,0.024875621890547265,1.0,40,40,15,6,36,6,1.0,0.5074515811357916,False,,,,,,True
MAFG_MOUSE_Tsuboyama_2023_1K1V,497,11,0.4094322367608349,0.4094322367608349,0.17340659439282421,0.009950248756218905,1.0,41,41,16,6,37,6,1.0,0.5170336723610149,False,,,,,,True
THO1_YEAST_Tsuboyama_2023_2WQG,9241,6,0.4092811531070866,0.4092811531070866,0.12598967139557216,0.014925373134328358,1.0,41,41,22,6,37,5,0.8333333333333334,0.9048089266317765,False,,,,,,True
MAFG_MOUSE_Tsuboyama_2023_1K1V,29,12,0.4089311083522094,0.4089311083522094,0.239241258245123,0.009950248756218905,1.0,41,41,16,6,37,6,1.0,0.5170336723610149,False,,,,,,True
RD23A_HUMAN_Tsuboyama_2023_1IFY,8086,14,0.4081452869675199,0.4081452869675199,0.21248344657745072,0.004975124378109453,1.0,44,44,12,7,25,5,0.7142857142857143,0.33743836991142717,False,,,,,,True
OTU7A_HUMAN_Tsuboyama_2023_2L2D,1640,16,0.4080388637194418,0.4080388637194418,0.04501949256631658,0.004975124378109453,1.0,42,42,9,4,25,1,0.25,0.9787367104440275,False,,,,,,True
OTU7A_HUMAN_Tsuboyama_2023_2L2D,1508,17,-0.4078065285592403,0.4078065285592403,-0.068423914187792,0.004975124378109453,1.0,42,42,9,5,25,3,0.6,0.6829691489511772,False,,,,,,True
THO1_YEAST_Tsuboyama_2023_2WQG,6585,7,-0.4072663238453891,0.4072663238453891,0.07963698270733166,0.004975124378109453,1.0,41,41,22,6,37,6,1.0,0.5170336723610149,False,,,,,,True
VG08_BPP22_Tsuboyama_2023_2GP8,1146,15,0.40694636423481334,0.40694636423481334,-0.03379912209770805,0.01990049751243781,1.0,40,40,15,6,36,6,1.0,0.5074515811357916,False,,,,,,True
SQSTM_MOUSE_Tsuboyama_2023_2RRU,4223,20,-0.40623776433063946,0.40623776433063946,-0.08625877705706196,0.014925373134328358,1.0,40,40,8,3,26,2,0.6666666666666666,0.7236842105263158,False,,,,,,True
RBP1_HUMAN_Tsuboyama_2023_2KWH,9740,12,0.4057835330965534,0.4057835330965534,0.4235315206276154,0.014925373134328358,1.0,52,52,21,8,41,7,0.875,0.45559096904256613,False,,,,,,True
ODP2_GEOSE_Tsuboyama_2023_1W4G,10174,5,0.4053847407316043,0.4053847407316043,-0.013938053440072642,0.009950248756218905,1.0,44,44,15,6,41,6,1.0,0.6369676834793114,False,,,,,,True
TCRG1_MOUSE_Tsuboyama_2023_1E0L,1718,17,0.4043773554921558,0.4043773554921558,0.3170159628162727,0.029850746268656716,1.0,37,35,12,6,31,6,1.0,0.3167094233270704,False,,,,,,True
TCRG1_MOUSE_Tsuboyama_2023_1E0L,3045,18,-0.40397175548143643,0.40397175548143643,-0.36508983138697404,0.009950248756218905,1.0,37,35,12,6,31,3,0.5,0.9969192836839895,False,,,,,,True
SAV1_MOUSE_Tsuboyama_2023_2YSB,4441,14,0.40390279726458583,0.40390279726458583,0.22843813189127424,0.004975124378109453,1.0,43,42,13,4,40,4,1.0,0.7405396645328579,False,,,,,,True
SR43C_ARATH_Tsuboyama_2023_2N88,70,5,-0.4038449294796727,0.4038449294796727,0.14760539310073578,0.004975124378109453,1.0,48,48,17,8,46,8,1.0,0.6914893617021276,False,,,,,,True
VG08_BPP22_Tsuboyama_2023_2GP8,8330,16,0.4035510971059789,0.4035510971059789,0.1560658773597556,0.004975124378109453,1.0,40,40,15,5,36,4,0.8,0.9310099573257468,False,,,,,,True
MAFG_MOUSE_Tsuboyama_2023_1K1V,1391,13,0.4030973000538026,0.4030973000538026,0.20838239431485475,0.004975124378109453,1.0,41,41,16,6,37,6,1.0,0.5170336723610149,False,,,,,,True
VG08_BPP22_Tsuboyama_2023_2GP8,2021,17,-0.4016324568482934,0.4016324568482934,-0.1892020422028787,0.009950248756218905,1.0,40,40,15,6,36,5,0.8333333333333334,0.9003173213699529,False,,,,,,True
ODP2_GEOSE_Tsuboyama_2023_1W4G,6901,6,-0.4015223565853237,0.4015223565853237,0.47832361271070445,0.009950248756218905,1.0,44,44,15,7,41,6,0.8571428571428571,0.9386892177589852,False,,,,,,True
SR43C_ARATH_Tsuboyama_2023_2N88,697,6,0.40058108566585143,0.40058108566585143,-0.44009572639433703,0.004975124378109453,1.0,48,48,17,4,46,3,0.75,0.9946808510638298,False,,,,,,True
YNZC_BACSU_Tsuboyama_2023_2JVD,6419,5,-0.3997534035102245,0.3997534035102245,0.028136970528613296,0.01990049751243781,1.0,39,39,6,6,28,0,0.0,1.0,True,35035.0,0.797887826459255,0.4856747477802543,-0.027721343934236444,2.107540869448116e-07,True
MAFG_MOUSE_Tsuboyama_2023_1K1V,9818,14,0.3997185068074598,0.3997185068074598,0.1475737994327067,0.009950248756218905,1.0,41,41,16,6,37,6,1.0,0.5170336723610149,False,,,,,,True
SDA_BACSU_Tsuboyama_2023_1PV0,7981,5,-0.3992259293782681,0.3992259293782681,-0.015754040852902874,0.004975124378109453,1.0,44,44,18,7,37,6,0.8571428571428571,0.6933341906623096,False,,,,,,True
SR43C_ARATH_Tsuboyama_2023_2N88,4804,7,0.39922241607060266,0.39922241607060266,-0.4391899466641712,0.004975124378109453,1.0,48,48,17,4,46,3,0.75,0.9946808510638298,False,,,,,,True
SAV1_MOUSE_Tsuboyama_2023_2YSB,1147,15,0.39916350781972976,0.39916350781972976,0.4651385661313271,0.004975124378109453,1.0,43,42,13,5,40,5,1.0,0.6835750749534073,False,,,,,,True
AMFR_HUMAN_Tsuboyama_2023_4G3O,8112,9,-0.39894083363552907,0.39894083363552907,-0.07448637932642774,0.01990049751243781,1.0,47,47,14,7,36,4,0.5714285714285714,0.9576378041172147,False,,,,,,True
SAV1_MOUSE_Tsuboyama_2023_2YSB,6873,16,-0.39876408830176435,0.39876408830176435,-0.09985745116070893,0.024875621890547265,1.0,43,42,13,7,40,6,0.8571428571428571,0.9359047078842881,False,,,,,,True
MAFG_MOUSE_Tsuboyama_2023_1K1V,3884,15,0.3987263360973387,0.3987263360973387,0.03402175802569683,0.024875621890547265,1.0,41,41,16,6,37,6,1.0,0.5170336723610149,False,,,,,,True
SAV1_MOUSE_Tsuboyama_2023_2YSB,4670,17,-0.3979652286924787,0.3979652286924787,-0.0833476859021384,0.01990049751243781,1.0,43,42,13,6,40,5,0.8333333333333334,0.9534073413823839,False,,,,,,True
THO1_YEAST_Tsuboyama_2023_2WQG,973,8,-0.39716789835535676,0.39716789835535676,-0.20948184882767293,0.01990049751243781,1.0,41,41,22,6,37,4,0.6666666666666666,0.9929396662387676,False,,,,,,True
SAV1_MOUSE_Tsuboyama_2023_2YSB,6006,18,0.3963435948003461,0.3963435948003461,0.13546830030800588,0.01990049751243781,1.0,43,42,13,7,40,7,1.0,0.5785592739648326,False,,,,,,True
VG08_BPP22_Tsuboyama_2023_2GP8,497,18,0.39604165112423334,0.39604165112423334,0.268707567085939,0.009950248756218905,1.0,40,40,15,5,36,5,1.0,0.5729292045081518,False,,,,,,True
ODP2_GEOSE_Tsuboyama_2023_1W4G,1457,7,-0.39594159977367654,0.39594159977367654,-0.047471839913473465,0.004975124378109453,1.0,44,44,15,7,41,5,0.7142857142857143,0.9973572938689218,False,,,,,,True
AMFR_HUMAN_Tsuboyama_2023_4G3O,1899,10,-0.39471647277341965,0.39471647277341965,-0.14041632656365666,0.009950248756218905,1.0,47,47,14,7,36,5,0.7142857142857143,0.80309664744992,False,,,,,,True
MAFG_MOUSE_Tsuboyama_2023_1K1V,347,16,0.394151018330566,0.394151018330566,0.27133829759752265,0.014925373134328358,1.0,41,41,16,4,37,4,1.0,0.6521674730917351,False,,,,,,True
ODP2_GEOSE_Tsuboyama_2023_1W4G,669,8,-0.3941171725165792,0.3941171725165792,0.11223631426822386,0.004975124378109453,1.0,44,44,15,3,41,3,1.0,0.8048927816369678,False,,,,,,True
SR43C_ARATH_Tsuboyama_2023_2N88,9641,8,-0.39399505315090017,0.39399505315090017,0.07123316359503594,0.004975124378109453,1.0,48,48,17,8,46,8,1.0,0.6914893617021276,False,,,,,,True
MAFG_MOUSE_Tsuboyama_2023_1K1V,6901,17,-0.39392613762802525,0.39392613762802525,-0.26875500086262577,0.01990049751243781,1.0,41,41,16,6,37,5,0.8333333333333334,0.9048089266317765,False,,,,,,True
YNZC_BACSU_Tsuboyama_2023_2JVD,7379,6,-0.39378978376436363,0.39378978376436363,-0.21710252552272152,0.01990049751243781,1.0,39,39,6,6,28,3,0.5,0.9576604468245336,False,,,,,,True
VG08_BPP22_Tsuboyama_2023_2GP8,316,19,-0.3922340821359595,0.3922340821359595,0.06938608990976548,0.024875621890547265,1.0,40,40,15,6,36,5,0.8333333333333334,0.9003173213699529,False,,,,,,True
OTU7A_HUMAN_Tsuboyama_2023_2L2D,514,18,0.3922171893438813,0.3922171893438813,0.2616429926392348,0.009950248756218905,1.0,42,42,9,7,25,5,0.7142857142857143,0.3972477464133433,False,,,,,,True
THO1_YEAST_Tsuboyama_2023_2WQG,1622,9,-0.39217961340245977,0.39217961340245977,0.002473019107109573,0.009950248756218905,1.0,41,41,22,6,37,5,0.8333333333333334,0.9048089266317765,False,,,,,,True
SAV1_MOUSE_Tsuboyama_2023_2YSB,7799,19,-0.3914370333443519,0.3914370333443519,-0.18701133742947343,0.01990049751243781,1.0,43,42,13,7,40,6,0.8571428571428571,0.9359047078842881,False,,,,,,True
MAFG_MOUSE_Tsuboyama_2023_1K1V,681,18,-0.39111484431602117,0.39111484431602117,-0.1928426470299195,0.004975124378109453,1.0,41,41,16,6,37,5,0.8333333333333334,0.9048089266317765,False,,,,,,True
SR43C_ARATH_Tsuboyama_2023_2N88,1089,9,0.3908879275025443,0.3908879275025443,0.17907609786942116,0.004975124378109453,1.0,48,48,17,8,46,8,1.0,0.6914893617021276,False,,,,,,True
SAV1_MOUSE_Tsuboyama_2023_2YSB,4551,20,0.39058859093947773,0.39058859093947773,0.035898077176683675,0.01990049751243781,1.0,43,42,13,7,40,7,1.0,0.5785592739648326,False,,,,,,True
RBP1_HUMAN_Tsuboyama_2023_2KWH,669,13,-0.3898972225792392,0.3898972225792392,-0.1005926146428373,0.009950248756218905,1.0,52,52,21,8,41,6,0.75,0.7842139631060565,False,,,,,,True
VG08_BPP22_Tsuboyama_2023_2GP8,1156,20,-0.3897370910813809,0.3897370910813809,-0.02565747801720743,0.01990049751243781,1.0,40,40,15,6,36,5,0.8333333333333334,0.9003173213699529,False,,,,,,True
TCRG1_MOUSE_Tsuboyama_2023_1E0L,7168,19,-0.389147084113402,0.389147084113402,-0.10024540270542019,0.004975124378109453,1.0,37,35,12,2,31,0,0.0,1.0,True,35035.0,0.797887826459255,0.5018030559758043,0.01086311011079316,0.04202170343416756,True
SR43C_ARATH_Tsuboyama_2023_2N88,2806,10,-0.3884991076631068,0.3884991076631068,0.10599323440744325,0.009950248756218905,1.0,48,48,17,8,46,8,1.0,0.6914893617021276,False,,,,,,True
AMFR_HUMAN_Tsuboyama_2023_4G3O,9989,11,0.3883445590011559,0.3883445590011559,0.07020514671191735,0.009950248756218905,1.0,47,47,14,7,36,3,0.42857142857142855,0.9951023269456497,False,,,,,,True
TCRG1_MOUSE_Tsuboyama_2023_1E0L,7799,20,-0.38776346424293334,0.38776346424293334,-0.38409667025482047,0.009950248756218905,1.0,37,35,12,6,31,2,0.3333333333333333,0.9999195624195624,False,,,,,,True
OTU7A_HUMAN_Tsuboyama_2023_2L2D,8583,19,-0.3874064939437186,0.3874064939437186,-0.16457971428897086,0.014925373134328358,1.0,42,42,9,3,25,1,0.3333333333333333,0.9407665505226481,False,,,,,,True
RD23A_HUMAN_Tsuboyama_2023_1IFY,2802,15,-0.38617581396650213,0.38617581396650213,-0.17265311769128713,0.014925373134328358,1.0,44,44,12,7,25,1,0.14285714285714285,0.9986850925591708,False,,,,,,True
SDA_BACSU_Tsuboyama_2023_1PV0,1109,6,0.38604120564254624,0.38604120564254624,0.05452460668197122,0.01990049751243781,1.0,44,44,18,7,37,5,0.7142857142857143,0.9322094860389334,False,,,,,,True
MAFG_MOUSE_Tsuboyama_2023_1K1V,1012,19,0.38586637279239944,0.38586637279239944,0.1434890120582615,0.009950248756218905,1.0,41,41,16,6,37,6,1.0,0.5170336723610149,False,,,,,,True
MAFG_MOUSE_Tsuboyama_2023_1K1V,4441,20,0.3855848957835009,0.3855848957835009,0.0851130742696878,0.024875621890547265,1.0,41,41,16,6,37,6,1.0,0.5170336723610149,False,,,,,,True
SR43C_ARATH_Tsuboyama_2023_2N88,5854,11,0.38554090240429534,0.38554090240429534,0.10910144083333788,0.014925373134328358,1.0,48,48,17,8,46,7,0.875,0.975177304964539,False,,,,,,True
YNZC_BACSU_Tsuboyama_2023_2JVD,7413,7,0.3852530977743639,0.3852530977743639,0.2269029046584656,0.009950248756218905,1.0,39,39,6,3,28,2,0.6666666666666666,0.8134369187000765,False,,,,,,True
RBP1_HUMAN_Tsuboyama_2023_2KWH,1457,14,-0.3818613257424698,0.3818613257424698,-0.27600100530415117,0.009950248756218905,1.0,52,52,21,8,41,6,0.75,0.7842139631060565,False,,,,,,True
AMFR_HUMAN_Tsuboyama_2023_4G3O,7309,12,-0.3814196381899701,0.3814196381899701,-0.23753661409791682,0.004975124378109453,1.0,47,47,14,5,36,4,0.8,0.6681797646451391,False,35035.0,0.797887826459255,0.5079060372924684,0.020102924260841957,0.00016786120101695392,True
RD23A_HUMAN_Tsuboyama_2023_1IFY,5275,16,-0.3794927189964616,0.3794927189964616,-0.3204095466141446,0.014925373134328358,1.0,44,44,12,7,25,4,0.5714285714285714,0.657314891574676,False,,,,,,True
YNZC_BACSU_Tsuboyama_2023_2JVD,7309,8,-0.37935123364017215,0.37935123364017215,-0.103156914410924,0.024875621890547265,1.0,39,39,6,6,28,5,0.8333333333333334,0.4468245335118399,False,35035.0,0.797887826459255,0.5079060372924684,0.020102924260841957,0.00016786120101695392,True
SDA_BACSU_Tsuboyama_2023_1PV0,5315,7,0.3791528707474559,0.3791528707474559,0.3141342054661299,0.014925373134328358,1.0,44,44,18,7,37,7,1.0,0.26866699888164497,False,,,,,,True
AMFR_HUMAN_Tsuboyama_2023_4G3O,9555,13,-0.37860768361111913,0.37860768361111913,-0.013916390532733027,0.004975124378109453,1.0,47,47,14,3,36,2,0.6666666666666666,0.8677150786308974,False,,,,,,True
OTU7A_HUMAN_Tsuboyama_2023_2L2D,6901,20,-0.37841338274058606,0.37841338274058606,0.015231389471602281,0.024875621890547265,1.0,42,42,9,7,25,4,0.5714285714285714,0.7160962680859986,False,,,,,,True
RBP1_HUMAN_Tsuboyama_2023_2KWH,7219,15,0.3775741539035562,0.3775741539035562,0.14303582279902782,0.014925373134328358,1.0,52,52,21,8,41,5,0.625,0.9485254601378017,False,,,,,,True
THO1_YEAST_Tsuboyama_2023_2WQG,1509,10,-0.3773090303777421,0.3773090303777421,-0.25404703118992145,0.01990049751243781,1.0,41,41,22,3,37,3,1.0,0.7288930581613509,False,,,,,,True
ODP2_GEOSE_Tsuboyama_2023_1W4G,1494,9,0.3767063228423118,0.3767063228423118,0.26034422040290117,0.014925373134328358,1.0,44,44,15,5,41,5,1.0,0.6900483237692541,False,,,,,,True
SR43C_ARATH_Tsuboyama_2023_2N88,2444,12,-0.37647608777562297,0.37647608777562297,0.012671969129240833,0.01990049751243781,1.0,48,48,17,8,46,8,1.0,0.6914893617021276,False,,,,,,True
SDA_BACSU_Tsuboyama_2023_1PV0,5943,8,0.37617028752844867,0.37617028752844867,0.21525619822327255,0.009950248756218905,1.0,44,44,18,7,37,7,1.0,0.26866699888164497,False,,,,,,True
SR43C_ARATH_Tsuboyama_2023_2N88,10174,13,0.37572232045450565,0.37572232045450565,0.21599649733383758,0.004975124378109453,1.0,48,48,17,8,46,7,0.875,0.975177304964539,False,,,,,,True
AMFR_HUMAN_Tsuboyama_2023_4G3O,2156,14,0.3747312881576442,0.3747312881576442,0.3275989366968225,0.014925373134328358,1.0,47,47,14,7,36,7,1.0,0.1327314523064556,False,,,,,,True
RD23A_HUMAN_Tsuboyama_2023_1IFY,9740,17,0.3738469418460162,0.3738469418460162,0.11693790598027047,0.01990049751243781,1.0,44,44,12,6,25,5,0.8333333333333334,0.16809197608970722,False,,,,,,True
RD23A_HUMAN_Tsuboyama_2023_1IFY,2868,18,0.37372882274906644,0.37372882274906644,0.14812134757500925,0.009950248756218905,1.0,44,44,12,6,25,3,0.5,0.790250588889273,False,,,,,,True
THO1_YEAST_Tsuboyama_2023_2WQG,8334,11,-0.3734325063690643,0.3734325063690643,-0.3088858590361339,0.03482587064676617,1.0,41,41,22,6,37,4,0.6666666666666666,0.9929396662387676,False,,,,,,True
RD23A_HUMAN_Tsuboyama_2023_1IFY,4003,19,0.3732992441609882,0.3732992441609882,0.23866844743158322,0.01990049751243781,1.0,44,44,12,7,25,4,0.5714285714285714,0.657314891574676,False,,,,,,True
THO1_YEAST_Tsuboyama_2023_2WQG,5099,12,-0.37316558166080344,0.37316558166080344,-0.2416746231023413,0.01990049751243781,1.0,41,41,22,6,37,5,0.8333333333333334,0.9048089266317765,False,,,,,,True
ODP2_GEOSE_Tsuboyama_2023_1W4G,1018,10,0.3731259504595607,0.3731259504595607,-0.03426927852061764,0.01990049751243781,1.0,44,44,15,5,41,5,1.0,0.6900483237692541,False,,,,,,True
CBX4_HUMAN_Tsuboyama_2023_2K28,5524,3,0.37179454626195096,0.37179454626195096,-0.07562195103902933,0.009950248756218905,1.0,50,50,18,8,38,8,1.0,0.09108853928164214,False,,,,,,True
RD23A_HUMAN_Tsuboyama_2023_1IFY,9688,20,-0.37144768164108877,0.37144768164108877,-0.13816438167983722,0.03980099502487562,1.0,44,44,12,7,25,3,0.42857142857142855,0.8899523618752206,False,,,,,,True
SR43C_ARATH_Tsuboyama_2023_2N88,3265,14,0.37136968936800246,0.37136968936800246,0.18058983370181828,0.014925373134328358,1.0,48,48,17,4,46,4,1.0,0.8386524822695035,False,,,,,,True
ODP2_GEOSE_Tsuboyama_2023_1W4G,4999,11,0.37133576426818515,0.37133576426818515,-0.038872614441297616,0.01990049751243781,1.0,44,44,15,5,41,5,1.0,0.6900483237692541,False,,,,,,True
AMFR_HUMAN_Tsuboyama_2023_4G3O,2856,15,-0.3705116566730012,0.3705116566730012,0.11896556939197327,0.01990049751243781,1.0,47,47,14,7,36,5,0.7142857142857143,0.80309664744992,False,,,,,,True
SDA_BACSU_Tsuboyama_2023_1PV0,8960,9,0.3703201464073512,0.3703201464073512,0.05602237197196016,0.004975124378109453,1.0,44,44,18,7,37,7,1.0,0.26866699888164497,False,,,,,,True
SDA_BACSU_Tsuboyama_2023_1PV0,2486,10,0.3699490116466738,0.3699490116466738,0.2802966170617998,0.009950248756218905,1.0,44,44,18,6,37,6,1.0,0.32933374056459713,False,,,,,,True
SR43C_ARATH_Tsuboyama_2023_2N88,2481,15,-0.36992670795424504,0.36992670795424504,0.0643716464523389,0.01990049751243781,1.0,48,48,17,8,46,8,1.0,0.6914893617021276,False,,,,,,True
